Odds 1,Odds 2,Odds 3,Odds 4,Odds 5,Results
12,10,3,5,8,43
7,6,12,8,12,43
12,5,3,10,10,43
12,4,10,5,10,43
6,7,12,10,10,43
10,5,3,12,12,43
10,4,12,8,8,43
12,10,6,3,7,43
7,10,12,6,7,43
10,7,12,7,4,43
4,10,12,8,12,43
12,5,12,5,6,43
12,3,8,12,5,43
8,10,8,10,5,43
10,8,10,6,6,43
10,6,12,6,7,43
8,8,8,10,8,43
7,10,8,10,7,43
8,8,12,3,12,43
7,8,8,10,10,43
10,4,10,7,12,43
10,3,8,10,12,43
3,10,10,12,12,43
7,12,10,6,6,43
12,10,7,3,6,43
8,12,6,7,8,43
7,10,12,8,5,43
8,12,7,8,5,43
10,4,12,12,3,43
4,12,7,12,10,43
7,8,10,7,12,43
7,8,12,8,8,43
10,5,7,10,10,43
5,8,12,10,10,43
8,12,12,5,3,43
10,3,12,8,10,43
7,10,4,10,12,43
10,5,12,7,8,43
7,10,12,5,8,43
6,12,12,7,5,43
7,12,5,10,8,43
10,6,12,8,5,43
8,12,10,7,3,43
8,8,8,12,6,43
10,6,3,12,10,43
6,8,12,10,8,43
7,6,7,12,12,43
7,8,8,12,8,43
6,12,7,8,10,43
10,4,12,10,6,43
10,4,12,5,12,43
10,6,10,4,12,43
8,12,12,3,6,43
12,7,6,3,12,43
10,12,5,8,3,43
10,7,12,4,8,43
8,12,7,10,3,43
12,7,5,4,12,43
8,8,10,8,8,43
8,6,7,12,10,43
12,10,5,3,8,43
10,10,5,10,4,43
8,12,6,8,6,43
12,4,12,8,4,43
12,8,5,10,3,43
8,8,8,7,12,43
8,10,8,12,3,43
7,8,10,8,10,43
10,8,10,8,4,43
8,10,12,5,6,43
12,8,8,7,3,43
8,6,10,8,12,43
5,12,10,7,10,43
10,6,12,7,6,43
8,10,6,10,7,43
7,10,8,12,5,43
10,12,4,6,7,43
12,12,3,5,5,43
12,3,10,10,5,43
7,10,12,10,3,43
10,10,6,10,3,43
8,10,10,8,5,43
7,10,7,10,8,43
5,10,12,12,5,43
8,7,10,6,12,43
10,6,10,8,7,43
5,8,12,12,8,43
12,4,10,8,6,43
7,10,4,12,10,43
7,10,12,7,6,43
6,8,10,10,10,43
10,7,12,8,3,43
10,8,5,6,12,43
12,7,5,8,7,43
12,5,10,6,7,43
8,10,7,10,6,43
10,6,12,10,3,43
10,10,10,5,4,43
12,3,12,7,7,43
8,10,12,7,4,43
12,4,12,7,5,43
8,12,10,6,4,43
6,12,8,7,10,43
5,7,12,10,12,43
8,8,6,12,8,43
7,10,6,8,12,43
12,6,10,7,4,43
12,4,3,10,12,43
12,4,8,7,10,43
8,7,10,8,10,43
10,8,12,6,4,43
10,6,10,10,5,43
8,8,10,10,6,43
8,4,12,12,8,43
10,3,6,12,12,43
7,12,12,3,8,43
5,12,12,5,10,43
7,7,12,8,10,43
10,10,4,10,5,43
7,12,12,5,5,43
7,8,10,10,8,43
6,8,12,7,12,43
10,3,10,10,10,43
12,12,5,3,5,43
7,6,12,12,7,43
10,8,10,7,5,43
8,7,12,12,3,43
10,3,10,12,7,43
12,8,8,6,4,43
10,10,8,8,3,43
12,3,12,6,8,43
6,8,12,8,10,43
7,10,7,7,12,43
8,8,10,5,12,43
6,7,10,10,12,43
12,8,10,5,3,43
8,12,5,8,8,43
6,10,10,12,5,43
8,10,10,7,6,43
10,5,12,8,6,43
7,10,10,10,5,43
6,4,12,12,12,43
8,10,7,12,4,43
7,12,12,7,3,43
7,8,10,12,6,43
10,12,6,7,3,43
8,8,7,12,7,43
12,6,6,6,10,43
7,12,10,8,4,43
12,12,4,4,5,43
8,7,8,8,12,43
8,10,12,6,5,43
10,8,8,10,4,43
12,3,12,10,3,43
7,7,10,8,12,43
6,10,8,8,12,43
12,7,4,8,8,43
10,7,4,10,10,43
10,10,4,12,3,43
6,12,10,10,4,43
6,12,10,5,10,43
12,8,3,6,10,43
12,7,8,6,6,43
10,10,10,6,3,43
12,6,4,10,7,42
12,12,4,3,6,42
12,5,8,5,10,42
8,7,12,8,7,42
10,5,8,12,6,42
6,12,8,10,6,42
5,12,10,12,4,42
10,7,12,5,6,42
12,3,10,6,10,42
12,10,5,7,3,42
7,12,6,12,4,42
10,4,4,12,12,42
7,12,8,8,6,42
7,12,7,12,3,42
5,12,8,10,8,42
12,5,12,5,5,42
10,7,6,8,10,42
6,12,5,12,7,42
10,5,12,7,7,42
8,8,8,8,10,42
6,8,8,10,12,42
8,4,10,10,12,42
7,5,10,12,10,42
8,10,5,12,6,42
8,10,5,7,12,42
8,10,7,8,8,42
12,4,10,3,12,42
12,8,3,10,5,42
10,8,3,12,7,42
12,7,8,5,7,42
10,7,8,12,3,42
10,7,10,8,5,42
8,7,12,10,5,42
6,7,12,12,7,42
10,10,7,3,10,42
12,8,6,8,4,42
10,5,7,8,12,42
10,4,12,10,5,42
10,8,7,10,5,42
12,5,12,3,8,42
10,3,12,6,12,42
5,8,12,8,12,42
4,12,12,12,4,42
6,12,5,10,10,42
10,6,8,6,12,42
7,12,6,7,10,42
8,5,10,12,8,42
10,10,12,4,3,42
12,6,7,5,10,42
8,10,8,8,7,42
7,12,5,8,10,42
5,10,10,12,7,42
12,7,10,6,3,42
10,6,8,10,7,42
8,12,10,5,5,42
7,10,8,6,12,42
10,4,8,10,10,42
12,6,12,5,4,42
12,4,12,8,3,42
10,10,3,12,4,42
8,12,3,8,10,42
5,12,5,12,10,42
12,5,8,7,8,42
8,10,4,8,12,42
12,5,3,12,7,42
12,4,10,7,7,42
10,12,3,10,3,42
6,12,8,12,4,42
12,5,7,8,8,42
6,12,12,3,10,42
12,6,3,10,8,42
10,5,7,12,7,42
12,6,8,7,6,42
12,5,12,7,3,42
12,8,4,5,10,42
8,6,12,7,10,42
12,8,5,8,5,42
7,12,7,6,10,42
10,6,7,10,8,42
6,8,8,12,10,42
8,10,8,7,8,42
7,12,5,12,5,42
8,5,8,12,10,42
6,8,12,12,5,42
3,12,10,12,8,42
12,7,3,7,10,42
10,6,12,7,5,42
5,8,8,12,12,42
8,12,5,12,3,42
10,10,6,8,5,42
8,10,10,6,7,42
8,10,4,12,7,42
6,12,7,10,7,42
12,4,8,10,6,42
12,4,10,6,8,42
12,7,7,5,8,42
10,4,10,8,10,42
6,8,10,8,12,42
10,12,7,3,7,42
4,10,12,12,7,42
8,12,4,10,6,42
12,7,10,3,7,42
12,6,8,6,7,42
8,10,6,6,12,42
12,5,10,6,6,42
10,6,12,5,8,42
10,7,7,12,4,42
10,7,7,7,10,42
12,6,10,5,6,42
6,10,10,6,12,42
5,10,12,10,7,42
6,5,12,12,10,42
6,12,7,12,5,42
10,8,6,10,6,42
6,10,8,12,7,42
8,3,12,10,12,42
10,7,12,6,5,42
8,4,12,10,10,42
12,6,8,4,10,42
7,5,12,12,8,42
10,5,6,12,8,42
10,10,5,5,10,42
8,12,4,12,4,42
10,4,10,12,5,42
12,4,12,3,10,42
8,10,3,12,8,42
10,6,7,7,12,42
5,12,7,10,10,42
6,12,3,12,10,42
12,4,12,5,7,42
6,10,12,7,8,42
12,3,6,12,7,42
10,8,10,5,7,42
8,5,12,10,8,42
12,3,7,12,6,42
12,6,12,4,5,42
8,7,12,7,8,42
7,12,4,12,6,42
4,8,12,10,12,42
12,4,8,5,12,42
10,8,12,4,6,42
10,8,6,5,12,42
7,10,10,4,12,42
5,10,7,12,10,42
7,12,8,7,7,42
8,12,5,6,10,42
6,10,10,10,7,42
10,4,10,10,8,42
7,10,10,8,7,42
12,4,7,10,7,42
10,3,10,8,12,42
12,6,8,8,5,42
12,5,10,8,4,42
12,5,10,3,10,42
10,7,10,10,3,42
12,5,5,12,5,42
4,12,10,12,6,42
10,5,10,10,6,42
8,6,5,12,12,42
8,5,12,12,6,42
12,6,5,10,6,42
8,12,8,7,5,42
7,4,10,12,12,42
12,8,7,7,4,42
7,12,8,10,4,42
12,3,12,8,5,42
5,12,8,12,6,42
5,12,10,8,8,42
12,12,3,4,6,42
7,10,7,12,6,42
7,8,6,12,10,42
12,6,10,4,7,42
12,3,4,10,12,42
10,7,6,12,5,42
4,12,12,8,8,42
6,10,5,12,10,42
10,6,10,7,8,42
8,12,4,7,10,42
8,12,5,10,5,42
12,10,4,8,3,42
8,12,6,10,4,42
6,12,10,8,6,42
6,12,6,12,6,42
10,8,5,10,7,42
12,7,5,7,8,42
6,10,7,12,8,42
5,12,12,7,7,42
7,7,12,10,7,42
8,5,12,7,12,42
6,10,12,4,12,42
10,5,10,12,4,42
8,12,3,12,5,42
8,10,6,12,5,42
10,8,8,8,6,42
5,12,6,12,8,42
12,5,10,7,5,42
12,4,5,8,12,42
6,10,12,10,4,42
5,12,10,10,6,42
7,10,6,12,7,42
12,6,10,6,5,42
12,5,12,6,4,42
5,10,12,6,12,42
7,12,7,10,5,42
5,12,7,12,7,42
10,5,5,10,12,42
10,8,4,12,6,42
8,12,3,10,8,42
12,5,10,5,8,42
7,10,10,7,8,42
7,7,12,12,5,42
5,8,10,10,12,42
10,5,10,7,10,42
10,7,5,12,6,42
8,12,10,3,8,42
5,12,12,6,8,42
8,7,12,4,12,42
12,4,12,6,6,42
8,10,5,10,8,42
6,10,12,8,7,42
4,12,8,12,8,42
12,4,10,10,3,42
12,5,12,4,7,42
12,8,7,6,5,42
3,12,12,12,6,42
7,12,6,10,6,42
8,5,10,10,10,42
7,10,5,12,8,42
10,8,5,12,5,42
6,12,10,7,7,42
12,5,4,12,6,42
10,7,8,8,8,42
10,7,10,4,10,42
12,8,8,3,8,42
8,12,7,7,6,41
7,12,5,12,4,41
12,5,8,10,4,41
10,4,12,6,10,41
12,10,6,6,3,41
8,12,12,4,4,41
3,12,12,7,12,41
12,7,8,7,4,41
6,10,10,7,10,41
12,5,8,7,7,41
10,8,7,8,7,41
12,5,7,8,7,41
10,7,12,7,3,41
12,6,7,3,12,41
8,6,12,10,6,41
10,6,7,8,10,41
12,3,8,12,4,41
12,4,7,6,12,41
12,6,12,3,6,41
12,6,7,7,7,41
7,12,5,10,7,41
10,6,12,8,4,41
10,4,8,12,7,41
10,12,5,7,4,41
3,12,7,12,12,41
10,5,8,7,12,41
12,5,7,6,10,41
10,12,8,5,3,41
8,8,4,12,10,41
12,10,7,5,3,41
7,10,12,8,4,41
12,8,7,5,6,41
10,8,7,7,8,41
12,4,8,10,5,41
5,10,12,10,6,41
6,10,8,12,6,41
6,12,12,7,4,41
10,8,10,4,8,41
8,6,12,12,4,41
4,8,10,12,12,41
10,12,4,5,8,41
8,8,8,12,5,41
10,6,8,12,4,41
6,8,12,10,7,41
12,10,3,7,5,41
12,7,3,12,4,41
12,7,6,6,8,41
8,12,6,5,10,41
8,8,12,10,3,41
12,4,5,12,6,41
12,8,6,3,10,41
12,4,8,8,8,41
12,10,6,5,4,41
12,8,5,4,10,41
10,8,6,8,8,41
12,5,7,10,5,41
8,4,12,8,12,41
12,10,5,6,4,41
10,12,8,4,4,41
7,8,12,10,5,41
10,10,5,8,6,41
10,3,12,10,7,41
5,8,12,12,7,41
12,5,7,7,8,41
12,4,6,7,12,41
12,6,6,8,7,41
10,12,7,5,4,41
10,6,8,7,10,41
12,7,10,5,4,41
12,3,12,7,6,41
10,12,5,4,8,41
12,12,3,3,7,41
12,7,8,4,8,41
10,7,8,6,10,41
8,8,10,6,10,41
5,10,12,12,4,41
5,10,12,7,10,41
12,5,6,8,8,41
7,5,12,10,10,41
12,4,8,12,3,41
7,8,12,12,3,41
12,4,10,8,5,41
6,10,10,10,6,41
10,4,10,10,7,41
8,4,12,12,7,41
12,5,5,10,7,41
8,7,8,12,7,41
10,5,10,8,8,41
4,12,10,10,8,41
12,6,6,7,8,41
12,4,7,10,6,41
8,10,12,7,3,41
12,4,12,7,4,41
12,6,5,8,8,41
8,8,6,10,10,41
8,5,12,12,5,41
7,7,10,12,7,41
12,6,4,6,12,41
10,12,4,8,4,41
12,6,10,7,3,41
7,8,6,10,12,41
12,6,3,7,12,41
10,8,12,6,3,41
12,5,6,10,6,41
10,6,10,5,10,41
8,8,10,10,5,41
12,5,5,8,10,41
6,12,6,10,8,41
6,12,10,6,8,41
10,6,10,7,7,41
7,10,10,10,4,41
7,8,10,10,7,41
12,8,8,4,6,41
7,6,12,12,6,41
12,8,4,8,6,41
10,8,8,6,8,41
12,5,10,5,7,41
8,8,10,12,3,41
6,10,10,12,4,41
6,5,10,12,12,41
8,7,10,12,4,41
10,5,10,5,12,41
7,8,10,12,5,41
12,10,8,4,3,41
12,4,7,12,4,41
10,10,8,6,5,41
7,7,12,12,4,41
7,7,12,7,10,41
7,6,12,7,12,41
12,3,12,4,10,41
8,10,12,4,7,41
10,7,10,7,6,41
7,12,10,8,3,41
6,8,12,6,12,41
6,10,12,8,6,41
3,12,12,10,8,41
10,12,3,6,8,41
8,4,8,12,12,41
8,7,10,10,7,41
7,12,7,8,7,41
10,7,4,8,12,41
6,6,12,12,8,41
8,10,7,5,12,41
12,6,7,6,8,41
12,3,8,8,10,41
10,8,4,10,8,41
7,12,6,12,3,41
8,7,7,12,8,41
10,12,7,6,3,41
12,6,6,4,12,41
12,3,8,10,7,41
12,6,5,5,12,41
8,6,10,12,6,41
10,8,8,3,12,41
12,7,8,6,5,41
12,8,6,7,5,41
7,12,8,5,10,41
12,5,8,8,6,41
6,8,6,12,12,41
10,5,8,10,8,41
12,10,7,4,4,41
7,6,10,12,8,41
8,12,8,6,6,41
12,8,7,4,7,41
10,10,6,4,10,41
12,5,6,7,10,41
4,12,12,12,3,41
7,4,12,10,12,41
10,7,4,12,7,41
7,12,12,4,6,41
5,10,10,12,6,41
7,12,3,10,10,41
7,12,10,5,7,41
12,7,8,8,3,41
10,6,5,10,10,41
3,8,12,12,12,41
10,7,8,10,5,41
10,7,10,6,7,41
12,8,8,5,5,41
10,8,7,4,12,41
10,8,8,7,7,41
8,5,12,8,10,41
12,3,7,10,8,41
10,7,8,7,8,41
7,6,12,10,8,41
6,7,12,12,6,41
6,12,12,8,3,41
4,12,12,10,6,41
8,7,10,12,5,41
12,3,10,8,7,41
12,8,10,4,4,41
8,6,8,12,8,41
12,6,7,8,6,41
12,4,6,10,8,41
12,10,4,7,4,41
12,7,4,12,3,41
7,12,10,3,10,41
12,10,3,8,4,41
12,4,6,12,5,41
10,12,6,6,4,41
12,5,3,8,12,41
12,3,6,8,12,40
12,6,12,5,3,40
5,12,12,10,3,40
12,7,3,10,6,40
10,6,8,12,3,40
12,7,6,4,10,40
8,8,12,8,5,40
12,4,5,10,8,40
10,10,8,4,7,40
12,12,4,5,3,40
10,7,7,10,5,40
12,4,10,7,6,40
10,8,6,6,10,40
12,7,6,8,5,40
12,6,8,5,8,40
12,4,8,8,7,40
7,8,12,8,7,40
7,8,12,10,4,40
10,3,12,10,6,40
4,10,12,12,6,40
8,10,8,10,4,40
8,3,12,12,8,40
10,6,7,10,7,40
10,5,4,12,10,40
7,8,8,8,12,40
6,10,7,10,10,40
7,8,4,12,12,40
6,8,12,12,4,40
12,12,3,6,3,40
10,7,3,12,8,40
8,7,7,10,10,40
8,6,10,10,8,40
7,7,10,12,6,40
10,7,7,12,3,40
8,7,10,7,10,40
12,7,7,8,4,40
12,7,7,3,10,40
8,12,12,3,5,40
8,8,12,7,6,40
10,10,7,7,5,40
12,6,3,12,5,40
12,7,7,5,7,40
10,8,6,10,5,40
10,3,7,12,10,40
12,8,5,6,7,40
10,7,6,10,6,40
10,6,10,10,3,40
12,8,10,3,5,40
12,6,6,10,4,40
10,6,7,12,5,40
12,4,4,10,10,40
12,4,6,6,12,40
8,12,7,4,10,40
6,12,7,6,12,40
10,7,7,10,6,40
7,8,8,12,7,40
12,4,5,7,12,40
6,5,12,10,12,40
12,6,10,5,5,40
10,12,10,3,3,40
12,7,6,10,3,40
7,12,4,12,5,40
8,6,7,10,12,40
6,12,7,12,4,40
8,8,10,8,7,40
10,6,10,8,6,40
12,7,7,7,5,40
12,5,5,6,12,40
12,5,6,10,5,40
7,5,12,12,7,40
12,7,5,8,6,40
8,12,4,12,3,40
10,3,12,12,4,40
12,12,5,4,3,40
6,10,12,5,10,40
10,12,6,3,8,40
10,8,10,8,3,40
12,4,7,8,8,40
8,8,7,10,8,40
12,8,4,6,8,40
12,5,10,8,3,40
12,3,7,12,5,40
10,5,10,10,5,40
12,4,7,12,3,40
7,10,8,12,4,40
12,6,10,3,8,40
7,10,8,7,10,40
7,12,4,10,8,40
7,5,8,12,12,40
7,10,7,8,10,40
12,3,10,10,4,40
8,10,10,8,4,40
10,5,6,10,10,40
10,6,10,10,4,40
5,5,12,12,12,40
10,8,6,12,3,40
7,10,12,7,5,40
10,7,6,12,4,40
8,7,10,10,6,40
7,10,10,8,6,40
6,12,10,8,5,40
8,12,10,4,6,40
12,6,8,8,4,40
10,8,5,10,6,40
10,7,10,5,8,40
7,7,12,10,6,40
12,5,5,12,4,40
12,4,6,8,10,40
10,4,7,12,8,40
10,8,10,7,4,40
10,4,6,10,12,40
10,3,10,12,6,40
12,8,8,6,3,40
8,10,6,12,4,40
12,6,5,10,5,40
12,3,12,6,7,40
10,8,8,8,5,40
10,6,6,12,6,40
7,12,8,10,3,40
10,7,6,10,7,40
7,10,7,12,5,40
7,8,7,12,8,40
12,10,4,6,5,40
10,10,4,8,7,40
7,12,12,3,7,40
6,6,12,10,10,40
12,7,5,10,4,40
10,8,4,8,10,40
12,5,6,12,3,40
12,6,3,8,10,40
6,12,6,12,5,40
8,12,8,3,10,40
10,12,7,4,5,40
8,8,7,12,6,40
7,10,3,12,10,40
10,5,10,12,3,40
12,8,6,5,7,40
12,5,8,6,8,40
8,6,10,12,5,40
7,12,4,7,12,40
10,5,8,8,10,40
12,6,5,12,3,40
12,3,10,7,8,40
10,7,8,10,4,40
10,12,3,4,10,40
12,4,4,8,12,40
8,10,10,5,8,40
12,5,6,5,12,40
10,10,6,7,6,40
10,7,7,8,8,40
12,4,8,6,10,40
12,3,8,6,12,40
12,7,5,5,10,40
7,12,7,10,4,40
8,10,8,4,12,40
12,3,7,7,12,40
8,10,7,12,3,40
10,7,5,10,8,40
6,12,10,10,3,40
12,4,7,7,10,40
8,12,3,10,7,40
8,10,12,6,4,40
10,8,8,10,3,40
5,12,8,7,12,40
12,6,4,10,6,40
10,6,5,12,7,40
12,5,8,10,3,40
12,7,12,4,3,40
10,5,8,12,5,40
10,5,12,6,8,40
6,12,8,10,5,40
12,7,4,6,10,40
4,12,10,7,12,40
12,5,4,10,8,40
12,6,7,8,5,40
10,8,5,7,10,40
12,4,6,10,7,40
10,10,10,4,5,40
10,7,8,8,7,40
10,6,8,10,5,40
10,10,8,5,6,40
12,3,5,12,8,40
7,12,3,12,7,40
6,12,8,8,8,40
12,3,10,4,12,40
10,7,10,8,4,40
12,8,5,5,8,40
5,12,10,12,3,40
10,8,12,3,7,40
10,8,7,10,4,40
6,12,6,7,12,40
7,10,5,10,10,40
10,7,6,6,12,40
8,6,12,8,8,40
10,5,12,10,3,40
12,7,4,10,5,40
8,5,10,12,7,40
7,7,7,12,10,40
12,8,4,10,3,40
12,6,7,10,3,40
10,6,8,8,8,40
8,6,10,7,12,40
12,8,3,8,7,40
6,6,10,12,10,40
5,12,12,8,5,40
10,6,7,12,4,40
12,10,6,4,5,40
8,7,5,12,10,40
12,7,8,5,6,40
12,6,4,12,4,40
12,8,6,6,6,40
6,8,10,12,7,40
10,4,12,8,7,40
10,12,8,3,5,40
8,7,12,10,4,40
12,8,12,3,3,40
12,8,5,7,6,40
4,12,12,5,12,40
6,12,8,12,3,40
12,5,7,10,4,40
12,7,10,4,5,40
10,5,7,12,6,40
10,4,8,8,12,40
10,7,5,7,12,40
12,5,4,7,12,40
8,6,12,12,3,40
10,6,8,10,6,40
8,8,8,10,7,40
6,12,4,12,8,40
8,7,8,10,8,39
5,12,3,12,12,39
10,12,4,7,5,39
8,12,3,6,12,39
12,6,4,7,10,39
12,7,3,12,3,39
7,7,10,10,8,39
10,10,7,5,7,39
10,8,6,8,7,39
12,3,8,7,10,39
12,7,5,6,8,39
5,8,12,12,6,39
12,8,5,8,4,39
10,8,10,6,5,39
8,5,8,10,12,39
12,7,5,8,5,39
10,10,3,5,12,39
5,12,5,10,12,39
7,10,8,10,6,39
6,12,8,5,12,39
12,4,4,12,7,39
8,12,7,6,7,39
4,12,7,10,12,39
8,12,6,7,7,39
10,6,6,12,5,39
12,5,6,6,10,39
10,5,6,8,12,39
12,4,3,10,10,39
8,8,10,10,4,39
12,8,4,7,7,39
8,4,12,12,6,39
5,12,12,3,12,39
12,7,5,10,3,39
12,5,5,10,6,39
8,7,8,12,6,39
12,3,12,5,8,39
8,10,12,5,5,39
10,4,7,10,10,39
6,10,12,7,7,39
12,3,6,12,6,39
8,5,12,10,7,39
10,3,10,10,8,39
10,8,8,6,7,39
10,6,6,10,8,39
10,7,8,4,12,39
7,12,3,8,12,39
10,4,10,6,12,39
6,10,8,7,12,39
12,3,3,12,10,39
8,10,3,10,10,39
5,12,7,8,12,39
10,6,3,10,12,39
10,5,6,12,7,39
8,10,12,3,8,39
10,4,10,12,4,39
12,6,6,5,10,39
10,10,10,5,3,39
12,4,12,5,6,39
10,8,8,4,10,39
4,12,10,12,5,39
4,10,10,12,8,39
10,7,7,5,12,39
7,6,12,12,5,39
12,8,4,8,5,39
8,8,6,12,7,39
12,7,6,7,6,39
12,12,6,3,3,39
12,4,3,12,8,39
7,8,10,6,12,39
12,10,5,5,5,39
10,10,10,3,6,39
10,10,5,7,7,39
6,12,3,10,12,39
6,7,10,12,8,39
6,10,7,12,7,39
7,8,10,12,4,39
8,12,8,5,7,39
8,7,7,12,7,39
12,3,8,10,6,39
10,6,6,7,12,39
5,12,10,6,10,39
12,8,7,7,3,39
10,7,8,8,6,39
12,3,12,8,4,39
6,10,3,12,12,39
5,12,8,12,5,39
12,3,5,12,7,39
7,10,6,12,6,39
8,12,4,5,12,39
8,10,10,7,5,39
10,4,5,12,10,39
12,8,3,7,8,39
12,7,5,7,7,39
7,12,5,6,12,39
10,7,5,12,5,39
12,3,5,10,10,39
12,4,12,6,5,39
12,8,6,7,4,39
7,6,10,10,10,39
10,5,8,10,7,39
5,12,10,10,5,39
12,8,7,6,4,39
12,6,10,6,4,39
8,12,5,8,7,39
8,8,5,12,8,39
4,12,12,10,5,39
7,10,10,5,10,39
12,7,4,8,7,39
12,5,4,8,10,39
10,8,4,12,5,39
8,8,7,7,12,39
10,8,5,12,4,39
12,3,3,10,12,39
12,7,4,10,4,39
10,7,4,12,6,39
12,4,12,4,8,39
10,6,5,8,12,39
12,8,3,8,6,39
8,3,10,12,10,39
12,8,6,4,8,39
10,8,8,7,6,39
12,5,12,4,6,39
12,6,4,12,3,39
12,8,6,6,5,39
3,12,12,12,5,39
7,12,6,8,8,39
10,12,3,8,5,39
10,8,7,8,6,39
12,8,5,7,5,39
10,10,6,6,7,39
10,12,6,5,5,39
7,10,5,12,7,39
3,10,12,12,8,39
12,10,3,6,6,39
10,3,5,12,12,39
10,10,3,8,8,39
12,8,8,3,7,39
8,10,5,12,5,39
12,3,7,8,10,39
6,12,12,4,8,39
10,10,7,6,6,39
10,10,8,7,3,39
10,10,12,3,4,39
12,3,4,12,8,39
10,10,7,8,3,39
12,8,6,8,3,39
7,12,8,6,8,39
12,7,6,8,4,39
5,6,12,12,10,39
12,7,7,8,3,39
12,5,5,7,10,39
5,10,5,12,12,39
4,12,5,12,12,39
7,12,7,7,8,39
12,10,4,5,6,39
10,5,7,10,8,39
4,10,12,10,8,39
7,12,12,6,3,39
12,6,7,7,6,39
12,6,6,10,3,39
12,8,3,10,4,39
10,10,3,12,3,39
7,12,10,7,4,39
5,12,10,5,12,39
10,8,3,12,6,39
12,5,7,4,12,39
8,5,6,12,12,39
12,6,5,6,10,39
12,7,7,6,6,39
12,7,6,6,7,39
6,12,5,8,12,39
7,10,12,6,6,39
10,5,12,3,12,39
10,8,7,5,10,39
5,10,12,8,8,39
10,3,7,10,12,39
10,6,4,12,8,39
10,8,7,7,7,39
12,4,8,10,4,39
12,6,8,7,5,39
5,10,10,7,12,39
7,5,10,10,12,39
10,5,4,10,12,39
12,6,6,8,6,39
12,8,4,7,6,39
10,3,12,12,3,38
8,6,10,8,10,38
12,10,6,3,6,38
7,10,8,12,3,38
12,7,8,4,7,38
10,3,8,12,8,38
10,10,6,8,4,38
8,10,4,12,6,38
4,10,7,12,12,38
10,10,5,6,8,38
5,10,12,12,3,38
12,7,7,7,4,38
12,7,6,7,5,38
10,6,8,5,12,38
12,10,3,3,10,38
7,5,12,12,6,38
3,12,10,10,10,38
12,3,6,10,8,38
12,6,8,8,3,38
12,3,12,7,5,38
3,10,12,10,10,38
8,5,12,12,4,38
10,4,12,7,8,38
12,6,5,10,4,38
8,10,10,6,6,38
7,5,12,8,12,38
12,7,6,5,8,38
12,4,10,6,7,38
12,6,4,8,8,38
8,10,10,8,3,38
7,12,7,4,12,38
4,10,12,7,12,38
10,10,5,10,3,38
10,3,6,12,10,38
12,6,8,6,6,38
12,6,6,7,7,38
8,10,6,10,6,38
12,6,5,8,7,38
10,12,5,6,5,38
7,7,10,7,12,38
12,4,10,4,10,38
8,10,6,12,3,38
10,12,3,7,6,38
12,3,12,6,6,38
10,7,12,4,7,38
5,10,12,5,12,38
10,10,7,4,8,38
7,6,8,12,10,38
7,8,12,7,8,38
7,3,12,12,10,38
12,5,10,4,8,38
10,3,12,7,10,38
6,10,10,12,3,38
4,12,6,12,10,38
7,10,10,10,3,38
6,8,7,12,10,38
7,10,3,10,12,38
12,3,6,7,12,38
10,8,10,5,6,38
8,8,7,12,5,38
7,7,12,12,3,38
5,10,7,10,12,38
5,7,12,12,8,38
10,10,6,5,8,38
7,10,7,10,7,38
7,7,8,12,8,38
10,10,6,7,5,38
10,7,7,8,7,38
3,12,12,12,4,38
8,10,7,10,5,38
12,4,7,5,12,38
8,7,10,12,3,38
5,12,4,12,10,38
10,7,5,10,7,38
12,6,7,8,4,38
10,8,5,12,3,38
10,10,8,6,4,38
10,7,10,7,5,38
12,4,12,4,7,38
12,7,8,6,4,38
12,6,5,7,8,38
7,6,10,12,7,38
10,7,7,6,10,38
10,7,6,7,10,38
8,8,10,7,8,38
8,12,6,10,3,38
10,8,4,10,7,38
5,12,6,10,10,38
8,12,10,3,7,38
10,5,5,12,8,38
8,12,3,12,4,38
12,12,4,4,4,38
10,10,10,4,4,38
3,12,12,8,10,38
12,5,8,8,5,38
6,10,5,10,12,38
10,10,7,6,5,38
12,3,7,10,7,38
10,5,12,8,5,38
10,8,7,10,3,38
5,12,7,12,6,38
5,10,10,10,8,38
8,6,8,12,7,38
12,8,4,3,12,38
12,10,4,7,3,38
8,10,5,8,10,38
12,5,4,12,5,38
12,10,3,8,3,38
12,4,6,12,4,38
8,4,10,12,8,38
12,8,8,5,4,38
7,6,12,8,10,38
8,7,12,8,6,38
6,7,12,10,8,38
6,12,12,6,5,38
8,5,10,8,12,38
8,6,8,10,10,38
10,8,12,5,4,38
12,6,8,5,7,38
8,12,4,8,8,38
12,10,8,3,4,38
10,6,7,10,6,38
10,5,10,6,10,38
12,7,3,10,5,38
12,7,8,7,3,38
6,12,10,3,12,38
7,10,12,8,3,38
10,10,4,7,8,38
8,6,12,10,5,38
12,7,4,7,8,38
6,12,4,10,10,38
4,10,12,12,5,38
8,8,12,4,10,38
6,10,7,8,12,38
12,7,3,8,8,38
8,8,8,12,4,38
10,7,3,10,10,38
8,7,7,8,12,38
8,8,12,6,7,38
12,5,3,12,6,38
12,4,4,12,6,38
12,4,5,12,5,38
7,12,6,5,12,38
10,4,12,10,4,38
12,7,12,3,4,38
12,6,3,10,7,38
10,10,7,7,4,38
8,8,8,6,12,38
10,6,7,6,12,38
10,10,4,4,12,38
